Car_ID,Brand,Model_Year,Body_Type,Fuel_Type,Transmission,Engine_L,Horsepower,Mileage_kmpl,KM_Driven,Region,City,Selling_Price_Lakh,Profit_Lakh,Units_Sold
CAR10697,Mahindra,2018,Coupe,Petrol,Automatic,2.8,217,18.1,41699,North,Indore,20.2,2.58,8
CAR10698,Volkswagen,2021,Hatchback,Diesel,Manual,3.3,185,21.0,160005,North,Pune,12.92,3.05,9
CAR10699,Toyota,2018,Sedan,Diesel,AMT,4.5,233,23.5,138364,North,Ahmedabad,17.59,2.61,10
CAR10700,Honda,2018,Convertible,Electric,Automatic,4.4,236,31.3,64131,North,Delhi,28.15,6.61,3
CAR10701,Kia,2025,SUV,CNG,Manual,4.0,221,25.9,66321,West,Delhi,18.29,4.07,10
CAR10702,Tata,2024,SUV,Diesel,Automatic,2.5,189,17.6,49543,Central,Ahmedabad,15.36,2.79,7
CAR10703,Ford,2019,Sedan,Petrol,DCT,1.4,94,28.0,88429,East,Kolkata,13.99,1.33,1
CAR10704,Ford,2025,Coupe,Petrol,Manual,3.6,238,21.6,161903,Central,Hyderabad,26.97,4.26,11
CAR10705,Honda,2017,SUV,Petrol,Automatic,1.6,112,24.2,151595,West,Pune,17.66,3.41,9
CAR10706,Volkswagen,2019,SUV,Petrol,Automatic,3.2,184,22.9,30551,Central,Chennai,21.89,3.9,10
CAR10707,Toyota,2024,Pickup,Petrol,Manual,4.9,216,18.8,27979,West,Pune,19.59,3.03,9
CAR10708,Volkswagen,2020,Sedan,Diesel,Automatic,3.1,135,19.4,15385,North,Ahmedabad,18.44,2.71,4
CAR10709,Kia,2024,Hatchback,Petrol,Automatic,3.5,174,22.6,112459,East,Bengaluru,11.7,2.34,4
CAR10710,Hyundai,2025,SUV,Petrol,Manual,3.6,201,25.0,59992,East,Pune,16.11,3.39,4
CAR10711,Mahindra,2017,Pickup,Electric,Manual,4.3,244,31.0,138147,West,Mumbai,17.18,2.85,5
CAR10712,Kia,2017,Sedan,Petrol,CVT,2.6,163,21.2,138052,West,Chennai,12.48,1.79,1
CAR10713,Mahindra,2026,Sedan,Diesel,Manual,2.9,156,22.5,39599,North,Ahmedabad,15.06,1.77,9
CAR10714,Maruti Suzuki,2022,Hatchback,CNG,Automatic,1.5,118,34.0,126484,West,Indore,5.95,0.9,9
CAR10715,Skoda,2022,Convertible,Diesel,Automatic,3.4,167,18.2,138788,Central,Delhi,25.41,3.46,11
CAR10716,Maruti Suzuki,2021,Sedan,Petrol,CVT,2.0,107,26.9,177734,North,Pune,9.32,1.56,7
CAR10717,Kia,2021,SUV,Petrol,AMT,2.9,183,21.0,131467,East,Hyderabad,14.14,2.19,11
CAR10718,Kia,2023,Pickup,Diesel,CVT,4.0,247,21.1,67918,Central,Pune,19.72,2.85,3
CAR10719,BMW,2022,Hatchback,Diesel,Automatic,0.9,52,26.1,179949,North,Ahmedabad,43.6,8.92,6
CAR10720,Volkswagen,2018,SUV,Petrol,Automatic,3.2,204,20.6,53273,North,Delhi,21.61,2.16,9
CAR10721,Ford,2023,SUV,Diesel,Automatic,1.5,66,31.0,145928,Central,Ahmedabad,18.88,3.55,9
CAR10722,Skoda,2023,Coupe,Diesel,Automatic,2.0,123,21.0,71186,North,Bengaluru,27.0,4.03,9
CAR10723,Nissan,2018,Sedan,Petrol,Automatic,0.9,77,29.3,168629,West,Mumbai,10.96,1.71,6
CAR10724,Honda,2020,Sedan,Diesel,Manual,1.5,31,31.6,141894,Central,Kolkata,11.62,1.3,1
CAR10725,Maruti Suzuki,2024,Hatchback,Petrol,Automatic,4.9,303,20.3,109945,East,Delhi,6.95,1.55,10
CAR10726,Honda,2023,MUV,Petrol,Automatic,5.0,287,14.0,42502,East,Pune,21.88,2.35,5
CAR10727,Mahindra,2018,MUV,Electric,Manual,3.8,190,29.0,37976,East,Hyderabad,15.07,3.31,8
CAR10728,Honda,2017,Hatchback,Petrol,Manual,3.4,166,19.6,170855,South,Hyderabad,12.2,2.66,2
CAR10729,Kia,2022,Sedan,Diesel,AMT,4.1,273,20.6,145292,South,Delhi,17.7,1.96,11
CAR10730,Tata,2021,Pickup,Petrol,Automatic,4.6,288,19.6,94696,East,Ahmedabad,16.63,3.35,3
CAR10731,Mahindra,2026,Hatchback,Petrol,CVT,3.0,162,19.0,158546,Central,Delhi,12.84,1.9,11
CAR10732,Hyundai,2022,Sedan,CNG,Automatic,0.9,53,30.2,142050,Central,Bengaluru,9.77,1.67,8
CAR10733,Skoda,2026,SUV,Petrol,CVT,3.8,218,18.4,72849,Central,Chennai,22.41,2.24,4
CAR10734,Maruti Suzuki,2019,Sedan,Petrol,AMT,4.9,273,17.7,149770,North,Ahmedabad,6.29,0.77,5
CAR10735,BMW,2021,Sedan,CNG,Manual,1.9,88,35.0,144306,South,Kolkata,43.86,8.32,11
CAR10736,Mahindra,2018,SUV,Hybrid,DCT,2.7,172,27.7,88792,West,Jaipur,19.28,2.27,7
CAR10737,Mahindra,2022,Hatchback,Hybrid,Manual,2.3,172,28.5,8410,East,Indore,11.84,2.44,8
CAR10738,Audi,2018,SUV,Petrol,Automatic,2.4,155,20.8,134739,South,Ahmedabad,54.49,8.05,7
CAR10739,Maruti Suzuki,2021,SUV,Petrol,AMT,3.8,208,22.8,64436,South,Delhi,10.78,1.37,3
CAR10740,Skoda,2020,SUV,Diesel,Automatic,2.4,123,24.1,68821,North,Ahmedabad,20.62,2.77,2
CAR10741,Nissan,2018,Hatchback,Petrol,Automatic,4.8,267,15.8,129885,South,Bengaluru,10.11,1.43,1
CAR10742,Maruti Suzuki,2017,Coupe,Petrol,Automatic,4.1,241,19.1,146912,East,Jaipur,7.91,0.91,5
CAR10743,Tata,2022,Hatchback,Electric,Manual,0.9,56,35.0,20377,East,Indore,8.81,1.38,8
CAR10744,Mercedes-Benz,2026,MUV,Petrol,Manual,4.2,191,20.8,149183,East,Delhi,106.58,10.74,4
CAR10745,Maruti Suzuki,2018,Sedan,Petrol,Manual,4.0,237,28.5,56255,South,Delhi,8.59,1.88,3
CAR10746,Audi,2021,MUV,Petrol,Manual,3.0,138,24.5,104086,South,Pune,57.11,10.66,5
CAR10747,Kia,2019,Sedan,Diesel,Automatic,2.9,161,22.8,156991,Central,Mumbai,16.45,2.02,3
CAR10748,Mercedes-Benz,2025,Hatchback,Diesel,Automatic,4.3,228,17.7,43175,East,Indore,53.56,10.38,5
CAR10749,Mercedes-Benz,2021,SUV,Electric,Automatic,2.6,211,31.7,43665,South,Hyderabad,111.83,19.41,7
CAR10750,Ford,2026,Hatchback,Petrol,AMT,1.5,87,28.6,174789,West,Hyderabad,12.88,1.6,3
CAR10751,Jeep,2019,Sedan,Petrol,Manual,2.1,164,27.0,70277,East,Jaipur,22.07,3.51,1
CAR10752,Ford,2017,MUV,Diesel,Manual,1.9,119,24.0,170721,East,Bengaluru,13.0,2.75,2
CAR10753,Honda,2022,Coupe,Petrol,AMT,3.7,274,24.8,67503,South,Hyderabad,23.32,4.99,5
CAR10754,Jeep,2023,Hatchback,Diesel,CVT,1.6,83,26.2,113468,West,Indore,19.66,3.83,2
CAR10755,Volkswagen,2026,Convertible,CNG,Automatic,3.5,201,28.9,94291,North,Delhi,30.95,6.02,9
CAR10756,Hyundai,2025,MUV,Diesel,Manual,2.8,184,24.2,177179,Central,Mumbai,19.99,4.39,2
CAR10757,Maruti Suzuki,2025,Convertible,Petrol,AMT,4.3,259,19.1,101296,East,Mumbai,17.84,2.05,1
CAR10758,Audi,2023,SUV,CNG,CVT,2.8,192,25.4,92989,East,Chennai,57.58,11.38,7
CAR10759,Honda,2020,SUV,Petrol,Automatic,4.7,275,18.3,86604,South,Mumbai,22.14,2.65,7
CAR10760,Mahindra,2021,SUV,CNG,Manual,4.6,274,26.5,70709,East,Mumbai,13.64,1.28,8
CAR10761,Ford,2018,SUV,Diesel,Manual,1.6,141,24.6,82012,West,Jaipur,18.04,3.43,2
CAR10762,Volkswagen,2021,Pickup,Diesel,Automatic,3.7,237,22.4,85588,East,Kolkata,23.69,2.24,8
CAR10763,Jeep,2020,Hatchback,CNG,CVT,1.7,79,27.7,138637,North,Chennai,13.12,2.77,10
CAR10764,Jeep,2017,Sedan,Diesel,Automatic,4.3,218,22.0,13033,East,Kolkata,23.46,3.35,7
CAR10765,Audi,2019,Hatchback,Diesel,Manual,3.5,170,22.5,92670,South,Indore,35.19,3.21,5
CAR10766,Maruti Suzuki,2022,Pickup,Petrol,Automatic,2.0,131,21.6,101096,North,Kolkata,9.14,1.09,6
CAR10767,Tata,2020,SUV,Hybrid,CVT,1.8,101,32.0,136809,Central,Kolkata,16.15,3.32,9
CAR10768,Kia,2026,SUV,Diesel,Automatic,2.6,188,26.6,121590,South,Indore,20.01,4.03,2
CAR10769,Ford,2021,Coupe,Petrol,CVT,4.2,280,16.1,80585,East,Delhi,23.26,4.67,8
CAR10770,Audi,2026,Pickup,Hybrid,Automatic,4.1,212,23.9,24165,North,Kolkata,85.22,8.4,3
CAR10771,Tata,2023,Hatchback,Diesel,Automatic,0.9,89,27.6,70111,South,Ahmedabad,8.87,1.8,10
CAR10772,Jeep,2017,MUV,Petrol,Automatic,2.1,79,31.4,49729,South,Hyderabad,18.81,3.08,2
CAR10773,Toyota,2019,Convertible,Petrol,Automatic,2.6,184,21.7,40720,North,Jaipur,27.56,5.17,6
CAR10774,Mahindra,2024,Hatchback,Diesel,DCT,3.3,189,23.6,131207,Central,Jaipur,10.68,1.98,5
CAR10775,Nissan,2022,MUV,Petrol,Automatic,1.4,25,27.4,88673,South,Chennai,12.27,2.19,6
CAR10776,Jeep,2020,Sedan,Petrol,Automatic,2.2,161,23.0,143878,East,Jaipur,14.94,2.81,5
CAR10777,Hyundai,2022,SUV,Diesel,Automatic,4.5,297,19.7,29221,East,Bengaluru,16.93,2.54,1
CAR10778,Honda,2026,SUV,Petrol,Automatic,2.8,168,21.9,177526,East,Bengaluru,19.76,3.48,10
CAR10779,Mercedes-Benz,2020,Sedan,Petrol,Automatic,3.9,190,19.6,87836,East,Indore,55.34,9.62,6
CAR10780,Nissan,2017,Hatchback,Hybrid,AMT,2.8,115,25.3,49314,East,Delhi,10.73,1.76,7
CAR10781,Skoda,2020,Hatchback,Petrol,Automatic,2.8,214,23.2,68506,North,Chennai,13.79,2.57,6
CAR10782,Tata,2026,Hatchback,CNG,Automatic,3.4,164,29.5,152251,West,Pune,7.87,1.0,6
CAR10783,Honda,2024,SUV,CNG,Automatic,1.9,98,30.6,129245,North,Kolkata,19.69,3.24,7
CAR10784,Honda,2025,Sedan,Diesel,Manual,1.8,106,29.0,35118,East,Jaipur,19.82,3.24,5
CAR10785,Kia,2026,Sedan,CNG,Automatic,5.0,234,24.7,178272,South,Bengaluru,16.86,3.52,2
CAR10786,Volkswagen,2018,SUV,Electric,Automatic,4.4,242,31.3,27903,East,Hyderabad,28.54,6.72,1
CAR10787,Toyota,2019,SUV,Petrol,Automatic,3.9,264,18.8,53190,North,Mumbai,22.0,2.61,6
CAR10788,Mahindra,2017,SUV,Hybrid,AMT,1.4,114,32.2,132610,West,Bengaluru,13.99,1.56,3
CAR10789,Volkswagen,2017,Pickup,Petrol,AMT,0.9,40,23.4,97701,East,Mumbai,14.96,3.05,5
CAR10790,Toyota,2025,Sedan,Hybrid,CVT,1.5,83,32.6,83027,North,Ahmedabad,22.61,4.21,7
CAR10791,Honda,2026,Coupe,Diesel,Automatic,4.7,282,19.2,167098,North,Bengaluru,25.61,4.77,7
CAR10792,Hyundai,2018,Hatchback,Petrol,Automatic,4.2,229,25.1,143936,East,Pune,7.92,1.09,2
CAR10793,Mahindra,2024,MUV,Petrol,AMT,3.0,146,24.4,173378,West,Chennai,13.29,2.82,8
CAR10794,Nissan,2022,Pickup,CNG,Automatic,4.9,255,20.6,54448,East,Hyderabad,14.72,1.37,11
CAR10795,Hyundai,2017,Coupe,Petrol,Automatic,1.4,97,22.3,153863,West,Jaipur,14.1,3.25,4
CAR10796,Mercedes-Benz,2026,SUV,Petrol,Automatic,3.1,177,21.9,42308,West,Jaipur,80.01,7.52,2
CAR10797,Jeep,2025,SUV,Petrol,AMT,1.6,139,28.6,146029,Central,Delhi,31.24,7.18,6
CAR10798,Hyundai,2022,Sedan,Diesel,Manual,2.1,135,24.3,101039,Central,Ahmedabad,11.39,2.19,7
CAR10799,Mercedes-Benz,2024,SUV,Electric,Automatic,4.7,260,32.3,109629,Central,Indore,93.58,18.94,5
CAR10800,Hyundai,2020,MUV,Hybrid,Manual,4.4,212,25.9,25179,West,Pune,18.13,3.65,7
CAR10801,Toyota,2024,Pickup,Diesel,Automatic,1.2,62,29.3,158856,East,Mumbai,21.41,1.94,9
CAR10802,Mercedes-Benz,2021,SUV,Petrol,Automatic,1.8,178,20.9,53781,East,Pune,73.67,12.62,7
CAR10803,Kia,2026,Hatchback,Petrol,Automatic,3.3,156,26.9,109672,West,Pune,12.0,2.66,9
CAR10804,Skoda,2017,SUV,Diesel,Automatic,1.1,81,24.0,34091,North,Pune,15.74,1.46,2
CAR10805,Maruti Suzuki,2018,Hatchback,Electric,CVT,3.1,173,35.0,167039,West,Kolkata,6.84,1.39,4
CAR10806,Maruti Suzuki,2026,Sedan,Hybrid,AMT,3.3,179,28.3,61008,East,Hyderabad,10.53,2.41,7
CAR10807,Volkswagen,2019,Sedan,Petrol,Automatic,2.0,99,24.9,138476,East,Pune,15.01,3.55,3
CAR10808,Honda,2020,MUV,Diesel,DCT,2.0,139,24.5,138962,Central,Kolkata,17.72,3.02,11
CAR10809,Audi,2024,Hatchback,Diesel,Automatic,1.8,110,26.4,101303,West,Ahmedabad,45.98,4.7,8
CAR10810,Jeep,2018,Hatchback,Diesel,AMT,4.7,280,20.1,26129,Central,Ahmedabad,15.22,3.61,5
CAR10811,Toyota,2022,Hatchback,Diesel,Manual,2.4,147,27.4,53983,Central,Chennai,14.78,1.94,9
CAR10812,Skoda,2019,Convertible,Hybrid,Manual,3.3,204,33.3,112077,Central,Pune,29.36,5.9,11
CAR10813,Mahindra,2018,SUV,Diesel,Automatic,2.1,180,26.0,98780,South,Ahmedabad,15.91,3.3,1
CAR10814,Mercedes-Benz,2026,Hatchback,CNG,Manual,3.8,242,31.0,107334,North,Kolkata,50.3,6.76,7
CAR10815,Maruti Suzuki,2018,Hatchback,Diesel,Automatic,1.2,124,27.4,48644,South,Ahmedabad,5.91,0.76,5
CAR10816,Nissan,2017,SUV,Petrol,Manual,1.1,116,30.6,99172,West,Mumbai,10.91,1.7,9
CAR10817,Toyota,2023,Sedan,Petrol,Automatic,3.9,198,21.9,19931,Central,Chennai,17.24,3.61,4
CAR10818,Honda,2025,SUV,Diesel,Manual,3.9,261,19.0,89743,Central,Ahmedabad,22.28,5.33,4
CAR10819,Tata,2018,SUV,Diesel,Manual,1.9,147,26.0,20995,West,Jaipur,11.61,1.5,9
CAR10820,Jeep,2024,Pickup,Diesel,DCT,2.3,175,26.0,121175,West,Pune,29.1,4.37,10
CAR10821,Toyota,2022,Sedan,Hybrid,Automatic,4.8,240,25.4,104189,Central,Pune,22.76,4.02,2
CAR10822,Tata,2025,SUV,Petrol,DCT,1.2,105,28.4,154066,West,Chennai,12.52,2.6,7
CAR10823,Ford,2018,Hatchback,Hybrid,Automatic,1.6,71,35.0,85859,North,Ahmedabad,11.41,1.43,9
CAR10824,Tata,2026,Pickup,Hybrid,Manual,2.6,156,30.7,33356,East,Chennai,15.27,3.5,2
CAR10825,Tata,2023,Pickup,Petrol,Automatic,2.0,105,16.4,46164,South,Delhi,15.17,2.18,8
CAR10826,Honda,2025,MUV,Petrol,Automatic,3.5,204,26.6,147472,West,Bengaluru,19.81,2.71,11
CAR10827,Mahindra,2020,SUV,Petrol,Manual,3.7,193,20.2,172690,West,Pune,16.01,3.31,10
CAR10828,Skoda,2026,Sedan,Petrol,CVT,3.0,185,20.3,15758,South,Indore,20.46,3.43,3
CAR10829,Nissan,2023,Coupe,Electric,Automatic,3.4,227,30.5,123372,South,Kolkata,27.35,4.43,11
CAR10830,Toyota,2018,MUV,CNG,AMT,2.6,147,27.8,89371,North,Jaipur,18.64,2.82,4
CAR10831,BMW,2026,Sedan,Diesel,Automatic,4.0,269,18.7,50123,South,Ahmedabad,61.39,6.44,6
CAR10832,BMW,2024,SUV,Petrol,Automatic,1.0,70,25.4,94506,Central,Hyderabad,72.85,11.51,4
CAR10833,Hyundai,2020,SUV,Hybrid,Manual,2.1,149,29.9,168763,West,Jaipur,20.34,4.68,8
CAR10834,Ford,2022,Coupe,Hybrid,DCT,3.7,241,29.7,39577,Central,Kolkata,29.4,5.53,2
CAR10835,Nissan,2020,SUV,Petrol,Automatic,2.2,151,30.8,20692,Central,Kolkata,14.65,2.14,8
CAR10836,Maruti Suzuki,2022,SUV,Electric,Manual,1.1,141,35.0,131110,Central,Ahmedabad,9.33,1.77,1
CAR10837,Nissan,2026,SUV,Petrol,Manual,2.2,148,28.1,18109,North,Pune,16.8,2.1,10
CAR10838,Ford,2025,Sedan,Petrol,Automatic,3.8,195,19.7,15618,South,Hyderabad,17.46,3.69,4
CAR10839,Toyota,2019,Sedan,Petrol,DCT,1.3,118,27.2,11515,North,Kolkata,16.55,3.62,6
CAR10840,Skoda,2026,Hatchback,Petrol,CVT,3.8,201,22.2,145834,North,Indore,14.67,3.01,3
CAR10841,Mercedes-Benz,2021,MUV,CNG,AMT,4.1,185,23.2,105378,South,Delhi,67.02,7.28,2
CAR10842,Tata,2024,SUV,Diesel,DCT,3.5,199,20.3,125814,South,Delhi,19.47,2.68,1
CAR10843,Skoda,2024,SUV,Petrol,AMT,1.8,93,28.2,32208,North,Kolkata,21.28,3.45,11
CAR10844,Toyota,2021,Sedan,Diesel,Automatic,4.2,186,23.2,166257,Central,Delhi,15.76,3.07,2
CAR10845,Toyota,2021,Sedan,Petrol,Automatic,1.7,84,26.1,146523,East,Chennai,20.55,2.1,1
CAR10846,Toyota,2021,SUV,Petrol,Manual,4.6,276,15.4,90510,West,Hyderabad,19.76,2.11,6
CAR10847,Ford,2025,Sedan,Petrol,Manual,3.8,239,20.0,162316,West,Kolkata,15.97,2.88,11
CAR10848,Toyota,2020,Hatchback,Hybrid,Automatic,1.0,71,30.3,30029,Central,Bengaluru,13.14,1.67,1
CAR10849,Nissan,2019,MUV,Petrol,Manual,4.2,246,20.1,56171,North,Bengaluru,13.26,1.37,3
CAR10850,Tata,2020,Sedan,Electric,DCT,2.9,137,35.0,13474,South,Pune,12.52,2.42,7
CAR10851,Jeep,2018,Sedan,Petrol,DCT,2.7,171,22.7,33781,South,Indore,19.81,3.78,6
CAR10852,Nissan,2020,SUV,Hybrid,Automatic,2.6,203,31.5,152258,East,Ahmedabad,17.82,2.82,2
CAR10853,Jeep,2018,Coupe,Electric,AMT,3.3,226,35.0,76682,East,Hyderabad,34.6,6.18,11
CAR10854,BMW,2017,Sedan,Petrol,Automatic,3.8,220,21.7,117930,West,Mumbai,50.78,6.39,4
CAR10855,Mercedes-Benz,2024,MUV,Petrol,Manual,4.6,221,15.4,159274,East,Bengaluru,67.25,10.72,8
CAR10856,Nissan,2017,Pickup,CNG,Automatic,1.9,131,29.7,138703,South,Kolkata,10.0,2.08,6
CAR10857,BMW,2022,SUV,Diesel,Manual,3.4,257,23.1,74968,East,Bengaluru,70.12,13.08,7
CAR10858,Toyota,2024,SUV,Diesel,Automatic,3.7,237,25.9,65950,Central,Pune,24.1,3.36,10
CAR10859,Mahindra,2024,MUV,Petrol,Manual,3.6,183,20.5,23958,East,Chennai,17.28,4.01,4
CAR10860,Nissan,2021,SUV,Petrol,Manual,2.9,180,24.7,150190,East,Jaipur,19.39,3.66,9
CAR10861,Jeep,2018,Sedan,Diesel,Manual,2.4,121,26.9,177316,North,Bengaluru,17.94,4.26,4
CAR10862,Skoda,2026,SUV,CNG,CVT,4.0,236,24.8,92528,North,Kolkata,19.18,2.24,4
CAR10863,Honda,2025,Sedan,Petrol,Manual,2.1,132,28.4,92443,South,Ahmedabad,14.77,3.29,1
CAR10864,Maruti Suzuki,2023,Hatchback,Electric,Automatic,1.7,100,35.0,153465,North,Bengaluru,9.89,2.26,4
CAR10865,Nissan,2017,Sedan,Hybrid,Automatic,3.1,196,33.7,64915,East,Ahmedabad,14.9,1.82,7
CAR10866,Mahindra,2017,Hatchback,Petrol,Automatic,1.9,114,26.8,76146,Central,Hyderabad,9.33,2.11,8
CAR10867,Nissan,2020,Sedan,Petrol,Automatic,0.9,28,34.9,161383,East,Pune,9.99,1.37,5
CAR10868,Nissan,2018,SUV,Petrol,Manual,1.0,67,25.8,71386,West,Kolkata,14.35,2.63,4
CAR10869,Hyundai,2025,Pickup,Diesel,Automatic,3.7,189,27.5,167295,Central,Indore,17.16,2.0,3
CAR10870,Toyota,2019,Hatchback,Diesel,Automatic,4.9,265,20.5,33245,West,Ahmedabad,13.77,2.93,10
CAR10871,Hyundai,2019,SUV,Diesel,AMT,2.7,218,27.5,91940,West,Mumbai,13.44,3.06,5
CAR10872,BMW,2026,SUV,Petrol,Automatic,1.4,151,25.7,90705,West,Hyderabad,72.67,14.95,4
CAR10873,Honda,2025,Hatchback,Hybrid,Automatic,4.2,252,29.5,58675,South,Indore,15.3,1.53,11
CAR10874,Honda,2019,Sedan,Diesel,Automatic,1.9,107,29.7,173529,East,Bengaluru,11.9,1.38,8
CAR10875,Mahindra,2020,Hatchback,Diesel,Manual,5.0,241,14.7,89460,South,Hyderabad,12.18,2.4,10
CAR10876,Kia,2022,Sedan,Diesel,Automatic,3.2,182,21.8,158828,West,Ahmedabad,17.13,3.58,5
CAR10877,Volkswagen,2023,Sedan,Petrol,Manual,1.8,79,19.3,43374,East,Bengaluru,15.64,3.39,5
CAR10878,Maruti Suzuki,2026,Sedan,Hybrid,Automatic,2.9,200,29.5,66067,Central,Hyderabad,13.06,2.7,9
CAR10879,Volkswagen,2025,SUV,Petrol,Automatic,2.2,106,22.3,88691,North,Hyderabad,22.68,4.75,11
CAR10880,Tata,2026,Hatchback,Petrol,Manual,4.1,235,19.5,103698,North,Mumbai,13.07,1.4,9
CAR10881,Honda,2017,Hatchback,Petrol,Manual,1.2,44,35.0,45150,West,Mumbai,9.99,2.37,6
CAR10882,Nissan,2019,Hatchback,Diesel,Automatic,4.4,242,24.6,59793,West,Hyderabad,10.1,1.09,7
CAR10883,Hyundai,2022,SUV,Diesel,Automatic,4.0,262,16.1,113885,West,Mumbai,17.85,4.17,4
CAR10884,Ford,2017,Sedan,Petrol,CVT,4.4,268,21.1,53737,South,Indore,13.3,1.54,6
CAR10885,Nissan,2020,SUV,Electric,DCT,4.6,276,33.4,137980,North,Hyderabad,23.42,4.13,5
CAR10886,Maruti Suzuki,2018,Sedan,Electric,DCT,1.8,118,35.0,88496,South,Ahmedabad,9.48,2.17,2
CAR10887,Toyota,2026,Hatchback,Petrol,Automatic,3.0,148,23.3,174649,East,Chennai,13.5,1.62,10
CAR10888,Ford,2017,Pickup,Hybrid,Manual,4.4,248,27.3,46597,East,Bengaluru,20.34,4.1,2
CAR10889,Toyota,2018,Hatchback,Petrol,Automatic,2.4,157,20.2,152449,Central,Kolkata,11.4,1.23,3
CAR10890,Mercedes-Benz,2018,Hatchback,CNG,Automatic,1.1,69,29.3,90782,Central,Ahmedabad,27.97,3.56,3
CAR10891,Honda,2018,Hatchback,Petrol,Automatic,2.0,97,25.7,20073,West,Chennai,8.91,0.83,3
CAR10892,Mahindra,2022,Pickup,Petrol,Automatic,1.8,92,26.0,128402,North,Bengaluru,15.67,1.81,6
CAR10893,Kia,2020,SUV,Diesel,Manual,4.5,298,17.1,42016,North,Mumbai,15.87,3.24,11
CAR10894,Jeep,2026,SUV,Petrol,Manual,2.7,146,21.1,29241,East,Hyderabad,25.07,4.48,4
CAR10895,Maruti Suzuki,2019,Pickup,Hybrid,Manual,3.7,180,27.9,98046,West,Pune,9.7,1.31,9
CAR10896,Tata,2022,Hatchback,Diesel,Manual,4.8,279,21.1,142528,West,Hyderabad,10.14,1.95,9
CAR10897,Kia,2023,Pickup,Petrol,DCT,2.1,105,24.7,50078,South,Bengaluru,18.21,2.88,9
CAR10898,Toyota,2023,Sedan,Diesel,Manual,4.0,184,25.3,114032,North,Bengaluru,21.35,4.36,7
CAR10899,Honda,2024,SUV,CNG,Automatic,0.9,108,30.8,7513,South,Chennai,17.04,2.4,9
CAR10900,Tata,2019,SUV,Electric,DCT,1.2,64,35.0,37306,West,Chennai,14.31,2.7,9
CAR10901,Toyota,2022,Sedan,Diesel,Automatic,1.5,78,25.3,137088,Central,Bengaluru,13.66,3.17,8
CAR10902,Toyota,2025,Pickup,Petrol,Automatic,2.1,100,26.7,7254,Central,Indore,20.87,1.98,7
CAR10903,BMW,2025,Hatchback,Petrol,AMT,2.5,130,21.7,67610,East,Chennai,46.81,5.31,2
CAR10904,Skoda,2023,Pickup,CNG,Manual,2.8,132,34.1,93873,North,Bengaluru,19.25,3.74,6
CAR10905,Hyundai,2023,Sedan,Hybrid,Automatic,1.8,117,27.6,16567,Central,Pune,14.36,3.17,9
CAR10906,Mahindra,2025,SUV,Diesel,CVT,1.1,88,32.5,176247,North,Jaipur,18.82,2.44,4
CAR10907,Hyundai,2023,Pickup,CNG,AMT,3.6,223,26.6,94046,South,Kolkata,14.48,3.0,3
CAR10908,Ford,2026,Hatchback,Petrol,CVT,0.9,34,29.5,64251,Central,Pune,12.53,1.87,7
CAR10909,Audi,2018,Pickup,Hybrid,DCT,4.2,284,30.9,176011,East,Delhi,76.36,9.4,2
CAR10910,Honda,2020,SUV,Petrol,Automatic,4.7,236,21.3,102740,North,Hyderabad,17.58,3.5,8
CAR10911,Maruti Suzuki,2018,SUV,Petrol,AMT,3.8,194,18.7,123744,East,Delhi,9.48,1.87,11
CAR10912,Ford,2017,Hatchback,Diesel,Automatic,3.3,225,23.9,20809,North,Mumbai,11.03,2.55,6
CAR10913,Audi,2021,SUV,Petrol,Automatic,3.6,235,27.0,32784,South,Hyderabad,67.1,12.88,1
CAR10914,Jeep,2019,SUV,CNG,AMT,3.5,226,23.9,12911,Central,Bengaluru,20.87,3.14,3
CAR10915,Volkswagen,2021,SUV,Petrol,AMT,4.7,294,25.1,95001,South,Delhi,23.09,5.0,1
CAR10916,Hyundai,2021,Hatchback,Electric,CVT,4.9,284,31.4,151362,Central,Mumbai,9.97,0.97,6
CAR10917,Volkswagen,2023,Sedan,Hybrid,Automatic,2.6,150,29.5,162801,East,Ahmedabad,21.92,2.89,4
CAR10918,Maruti Suzuki,2026,Coupe,Hybrid,Automatic,3.4,198,26.2,105508,West,Hyderabad,19.35,4.05,9
CAR10919,BMW,2025,Hatchback,CNG,Manual,4.2,251,24.3,14492,West,Chennai,47.94,7.69,10
CAR10920,Tata,2020,SUV,Petrol,Automatic,0.8,86,22.2,114578,East,Indore,12.78,2.32,5
CAR10921,Skoda,2020,Pickup,Petrol,AMT,3.0,201,21.6,116631,North,Chennai,18.4,3.36,11
CAR10922,Volkswagen,2024,Hatchback,Petrol,AMT,3.5,237,20.8,109492,Central,Jaipur,14.66,2.29,5
CAR10923,Hyundai,2018,Hatchback,Petrol,Automatic,3.8,217,17.7,131222,East,Chennai,9.25,2.07,2
CAR10924,Ford,2022,SUV,CNG,Automatic,2.3,121,31.7,102510,West,Delhi,19.21,3.99,10
CAR10925,BMW,2021,Hatchback,Diesel,Automatic,2.0,154,24.5,128202,East,Mumbai,41.26,8.98,5
CAR10926,Jeep,2018,SUV,Petrol,Manual,1.6,88,24.3,90113,West,Bengaluru,22.76,4.87,10
CAR10927,Volkswagen,2023,SUV,Petrol,Manual,3.1,204,21.6,31279,South,Mumbai,22.46,3.18,9
